"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"857","RT @DatelineNBC: He had a dream that a helicopter was going to pick him up when he got out of prison. Go inside @MeekMill’s chopper ride fr…",FALSE,0,NA,2018-05-06 19:40:49,FALSE,NA,"993214017685647361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stunnamngadi",379,TRUE,FALSE,NA,NA
"858","@Aidan_LG @sixers Square up bitch. Meet me at the locker room. I’ll be Simmons, you’ll be Lowry",FALSE,0,"Aidan_LG",2018-05-06 19:40:42,FALSE,"993213089045712896","993213987830599681","3348929955","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solystweets",0,FALSE,FALSE,NA,NA
"859","@stephenasmith @celtics @sixers Brad Stephens coach of the year?",FALSE,0,"stephenasmith",2018-05-06 19:40:33,FALSE,"992898792793038848","993213950937333761","16302242","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","djdiaz2178",0,FALSE,FALSE,NA,NA
"860","RT @sixers: OH LAWD

#PhilaUnite x #HereTheyCome https://t.co/sr70ogZcuy",FALSE,0,NA,2018-05-06 19:40:32,FALSE,NA,"993213947296743425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cubitorloseit",745,TRUE,FALSE,NA,NA
"861","RT @JL_Smith91: @sixers  https://t.co/zNVqCeBTV9",FALSE,0,NA,2018-05-06 19:40:32,FALSE,NA,"993213946491494400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","presidentbeeff",2,TRUE,FALSE,NA,NA
"862","RT @sixers: VIEWER DISCRETION IS ADVISED https://t.co/AWpNJuTaPo",FALSE,0,NA,2018-05-06 19:40:28,FALSE,NA,"993213927994650624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dwayne_pickett2",4558,TRUE,FALSE,NA,NA
"863","RT @stephenasmith: Watching these @celtics, I feel like a damn idiot. They are just loaded with players with multi-dimensional skills. Wish…",FALSE,0,NA,2018-05-06 19:40:21,FALSE,NA,"993213901981519879",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1Gusto_",1549,TRUE,FALSE,NA,NA
"864","RT @DatelineNBC: He had a dream that a helicopter was going to pick him up when he got out of prison. Go inside @MeekMill’s chopper ride fr…",FALSE,0,NA,2018-05-06 19:39:50,FALSE,NA,"993213769806467074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","djbarber77",379,TRUE,FALSE,NA,NA
"865","RT @sixers: VIEWER DISCRETION IS ADVISED https://t.co/AWpNJuTaPo",FALSE,0,NA,2018-05-06 19:39:42,FALSE,NA,"993213737837395968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingstan223",4558,TRUE,FALSE,NA,NA
"866","RT @sixers: VIEWER DISCRETION IS ADVISED https://t.co/AWpNJuTaPo",FALSE,0,NA,2018-05-06 19:39:33,FALSE,NA,"993213699803504641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Smason_",4558,TRUE,FALSE,NA,NA
